UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7601,M22460,M,300.4,311.0,0.3158669996831114,35.4,15.0,False,False,False,False,False,False
538,H29951,H,297.4,309.3,0.3158669996791258,43.0,83.0,False,False,False,False,False,False
8595,L55774,L,297.4,308.0,0.3158669996677669,51.9,184.0,False,False,False,False,False,False
7166,L54345,L,300.2,310.1,0.315866999670806,47.9,201.0,False,False,False,False,False,False
6877,L54056,L,300.8,311.2,0.3158669996736781,54.4,85.0,False,False,False,False,False,False
1898,L49077,L,297.8,307.4,0.31586699967280557,41.2,155.0,False,False,False,False,False,False
8639,L55818,L,297.6,308.5,0.31586699968203635,35.9,71.0,False,False,False,False,False,False
2823,L50002,L,300.3,309.6,0.31586699968302046,38.1,140.0,False,False,False,False,False,False
1210,H30623,H,297.0,308.1,0.3158669997007266,13.3,98.0,False,False,False,False,False,False
9266,M24125,M,298.3,308.9,0.31586699967064563,49.7,23.0,False,False,False,False,False,False
20,M14879,M,298.9,309.3,0.31586699968471116,32.5,55.0,False,False,False,False,False,False
4559,L51738,L,302.7,310.7,0.3158669996689028,47.5,11.0,True,False,True,False,False,False
2910,L50089,L,300.7,309.6,0.31586699967820936,44.1,122.0,False,False,False,False,False,False
2139,L49318,L,299.3,309.0,0.3158669996884218,30.6,154.0,False,False,False,False,False,False
4665,M19524,M,300.0085898275486,311.3,0.31586699968174503,46.1,41.0,False,False,False,False,False,False
9647,L56826,L,299.4,310.4,0.31586699968251175,31.7,108.0,False,False,False,False,False,False
4999,M19858,M,303.6,312.8,0.315866999691044,25.2,29.0,False,False,False,False,False,False
3817,L50996,L,302.1,310.6,0.3158669996756654,47.6,93.0,False,False,False,False,False,False
9992,M24851,M,300.0085898275486,308.4,0.3158669996910956,26.1,5.0,False,False,False,False,False,False
3052,L50231,L,300.2,309.3,0.3158669996686446,49.3,59.0,False,False,False,False,False,False
2644,M17503,M,299.8,309.4,0.31586699967151566,48.1,143.0,False,False,False,False,False,False
3706,M18565,M,300.0085898275486,310.0115802171291,0.3158669996881305,27.7,23.0,False,False,False,False,False,False
1193,M16052,M,297.2,308.3,0.3158669996737494,43.7,46.0,False,False,False,False,False,False
8313,M23172,M,298.8,310.0115802171291,0.3158669996798413,38.5,77.0,False,False,False,False,False,False
1778,H31191,H,300.0085898275486,308.2,0.3158669996811987,36.8,36.0,False,False,False,False,False,False
3041,L50220,L,300.3,309.5,0.3158669996766304,38.7,35.0,False,False,False,False,False,False
7909,L55088,L,300.7,312.3,0.31586699968779924,26.8,146.0,False,False,False,False,False,False
4827,L52006,L,303.4,310.0115802171291,0.3158669996984661,15.8,20.0,False,False,False,False,False,False
5784,H35197,H,301.8,310.0115802171291,0.315866999680584,36.4,120.0,False,False,False,False,False,False
3316,M18175,M,301.5,310.6,0.31586699967773574,43.0,100.0,False,False,False,False,False,False
8249,L55428,L,300.0085898275486,310.3,0.31586699967546744,44.1,118.0,False,False,False,False,False,False
8023,L55202,L,300.9,312.0,0.31586699967445153,43.8,210.0,False,False,False,False,False,False
8045,L55224,L,300.7,310.0115802171291,0.31586699967445153,38.1,34.0,False,False,False,False,False,False
7603,L54782,L,300.4,311.2,0.3158669996874599,28.7,20.0,False,False,False,False,False,False
3657,M18516,M,302.1,311.5,0.3158669996700769,53.6,108.0,False,False,False,False,False,False
2348,L49527,L,300.0085898275486,308.3,0.3158669996722066,43.0,108.0,False,False,False,False,False,False
1634,L48813,L,297.9,307.9,0.31586699967675597,45.2,91.0,False,False,False,False,False,False
4366,L51545,L,302.0,310.0,0.31586699967499876,48.8,181.0,False,False,False,False,False,False
4917,H34330,H,303.4,310.0115802171291,0.315866999689497,27.9,40.0,False,False,False,False,False,False
814,L47993,L,296.8,307.6,0.31586699967895704,40.0,130.0,False,False,False,False,False,False
4305,L51484,L,301.6,310.1,0.31586699968707693,26.3,14.0,False,False,False,False,False,False
985,L48164,L,296.3,307.1,0.31586699967287946,48.6,142.0,False,False,False,False,False,False
9549,L56728,L,299.6,311.1,0.31586699967940396,37.2,131.0,False,False,False,False,False,False
3915,L51094,L,302.5,311.5,0.31586699967779547,35.1,108.0,False,False,False,False,False,False
2775,L49954,L,300.1,309.4,0.3158669996813992,39.7,24.0,False,False,False,False,False,False
9213,L56392,L,298.0,308.9,0.31586699967064563,53.9,88.0,False,False,False,False,False,False
6047,L53226,L,300.9,311.0,0.3158669996639712,56.5,120.0,False,False,False,False,False,False
6278,L53457,L,301.2,310.8,0.31586699967579646,40.6,47.0,False,False,False,False,False,False
5052,L52231,L,303.9,313.0,0.31586699967700504,39.9,176.0,False,False,False,False,False,False
3932,M18791,M,302.7,310.0115802171291,0.3158669996899313,25.1,177.0,False,False,False,False,False,False
25,M14884,M,299.0,309.4,0.3158669996814987,37.3,70.0,False,False,False,False,False,False
5250,M20109,M,303.4,312.9,0.31586699967309984,39.9,108.0,False,False,False,False,False,False
5734,L52913,L,302.3,311.8,0.31586699967743426,43.2,206.0,False,False,False,False,False,False
3160,H32573,H,300.4,309.8,0.3158669996721308,47.5,138.0,False,False,False,False,False,False
2431,M17290,M,298.9,308.2,0.31586699966583315,47.8,40.0,False,False,False,False,False,False
2875,L50054,L,300.0085898275486,309.5,0.31586699967644066,49.6,29.0,False,False,False,False,False,False
6023,L53202,L,300.7,310.9,0.31586699967940396,39.4,61.0,False,False,False,False,False,False
907,M15766,M,295.6,306.1,0.3158669996758617,49.2,158.0,False,False,False,False,False,False
909,M15768,M,295.5,306.1,0.31586699969096604,24.3,164.0,False,False,False,False,False,False
5613,L52792,L,303.0,312.3,0.3158669996773735,42.4,112.0,False,False,False,False,False,False
2066,L49245,L,299.7,309.6,0.31586699967287946,45.1,170.0,False,False,False,False,False,False
9079,L56258,L,297.3,308.1,0.31586699968174503,35.7,156.0,False,False,False,False,False,False
1926,L49105,L,297.9,307.7,0.31586699968026916,37.7,15.0,False,False,False,False,False,False
6929,L54108,L,301.1,311.7,0.31586699969080867,24.5,7.0,False,False,False,False,False,False
9832,L57011,L,298.4,309.3,0.3158669996805319,35.4,108.0,False,False,False,False,False,False
9561,L56740,L,299.6,310.9,0.31586699967743426,42.5,164.0,False,False,False,False,False,False
5240,L52419,L,303.7,313.0,0.3158669996890166,29.0,42.0,False,False,False,False,False,False
1791,L48970,L,298.2,307.9,0.3158669996915993,23.6,69.0,False,False,False,False,False,False
729,M15588,M,297.4,308.7,0.31586699967331827,50.3,152.0,False,False,False,False,False,False
5047,M19906,M,304.1,313.2,0.3158669996722066,42.4,155.0,False,False,False,False,False,False
5097,H34510,H,304.2,310.0115802171291,0.31586699968450377,32.2,91.0,False,False,False,False,False,False
1699,L48878,L,300.0085898275486,307.6,0.3158669996770669,38.0,40.0,False,False,False,False,False,False
1947,L49126,L,298.2,308.1,0.3158669996842937,34.9,67.0,False,False,False,False,False,False
1077,L48256,L,296.9,307.7,0.31586699968555404,35.9,177.0,False,False,False,False,False,False
7383,L54562,L,299.8,310.4,0.3158669996872174,28.3,103.0,False,False,False,False,False,False
6874,L54053,L,301.0,311.4,0.31586699967688087,39.5,75.0,False,False,False,False,False,False
8012,L55191,L,300.8,311.8,0.3158669996734628,43.3,180.0,False,False,False,False,False,False
4089,L51268,L,301.9,310.5,0.3158669996768185,42.4,128.0,False,False,False,False,False,False
3115,M17974,M,299.9,309.2,0.3158669996866834,30.5,13.0,False,False,False,False,False,False
6419,H35832,H,300.3,309.9,0.315866999671825,52.1,205.0,False,False,False,False,False,False
5573,L52752,L,302.4,312.0,0.3158669996806878,36.4,12.0,False,False,False,False,False,False
6009,L53188,L,300.7,310.7,0.3158669996737494,39.3,22.0,False,False,False,False,False,False
9963,L57142,L,298.2,307.9,0.31586699967360654,49.4,141.0,False,False,False,False,False,False
5067,L52246,L,304.1,313.1,0.31586699968094495,30.9,9.0,False,False,False,False,False,False
6311,L53490,L,300.9,310.1,0.3158669996962511,17.8,133.0,False,False,False,False,False,False
7276,L54455,L,300.2,310.3,0.31586699967901344,38.7,48.0,False,False,False,False,False,False
4511,L51690,L,302.4,310.2,0.3158669996668617,62.4,106.0,True,False,True,False,False,False
1536,L48715,L,300.0085898275486,308.8,0.3158669996824648,36.1,73.0,False,False,False,False,False,False
6034,L53213,L,300.6,310.9,0.31586699967644066,37.9,86.0,False,False,False,False,False,False
9862,M24721,M,298.7,309.6,0.3158669996903781,24.8,78.0,False,False,False,False,False,False
6970,M21829,M,300.8,311.1,0.3158669996825586,32.1,116.0,False,False,False,False,False,False
2899,M17758,M,300.6,309.5,0.31586699968094495,40.2,96.0,False,False,False,False,False,False
5508,L52687,L,302.8,312.1,0.31586699967934867,39.9,48.0,False,False,False,False,False,False
7991,M22850,M,301.1,312.4,0.3158669996906222,25.1,126.0,False,False,False,False,False,False
9705,L56884,L,298.9,310.1,0.3158669996822756,41.4,80.0,False,False,False,False,False,False
3690,L50869,L,302.1,311.4,0.31586699969258625,22.7,108.0,False,False,False,False,False,False
4956,M19815,M,303.8,312.5,0.3158669996686446,45.1,143.0,False,False,False,False,False,False
5296,L52475,L,303.8,313.2,0.3158669996659281,47.8,176.0,False,False,False,False,False,False
6224,M21083,M,301.1,310.9,0.31586699968104687,37.9,126.0,False,False,False,False,False,False
9957,M24816,M,298.2,307.8,0.3158669996823231,34.5,127.0,False,False,False,False,False,False
2239,L49418,L,299.3,310.0115802171291,0.3158669996766304,49.6,191.0,False,False,False,False,False,False
2840,M17699,M,300.4,309.4,0.31586699966829673,42.1,182.0,False,False,False,False,False,False
7715,L54894,L,300.5,311.5,0.31586699967743426,43.0,78.0,False,False,False,False,False,False
4265,M19124,M,302.6,311.0,0.3158669996805319,39.7,141.0,False,False,False,False,False,False
8288,L55467,L,298.9,310.6,0.3158669996826519,38.1,7.0,False,False,False,False,False,False
3276,H32689,H,300.0085898275486,310.0,0.3158669996800028,36.3,2.0,False,False,False,False,False,False
3822,L51001,L,302.3,310.9,0.3158669996831566,33.5,108.0,False,False,False,False,False,False
3496,M18355,M,301.9,311.0,0.3158669996701589,47.4,121.0,False,False,False,False,False,False
8923,L56102,L,297.1,308.2,0.3158669996713596,42.6,194.0,False,False,False,False,False,False
5359,H34772,H,303.3,312.6,0.3158669996910956,24.2,132.0,False,False,False,False,False,False
3211,M18070,M,300.3,310.0115802171291,0.3158669996684712,47.6,108.0,False,False,False,False,False,False
8933,L56112,L,297.4,308.4,0.3158669996766304,43.6,4.0,False,False,False,False,False,False
5688,L52867,L,300.0085898275486,311.7,0.31586699969734033,18.2,91.0,False,False,False,False,False,False
7274,M22133,M,300.2,310.3,0.3158669996874255,29.2,42.0,False,False,False,False,False,False
2946,H32359,H,300.7,309.6,0.3158669996933623,20.5,9.0,False,False,False,False,False,False
3815,M18674,M,302.1,310.6,0.315866999664965,59.1,88.0,True,False,True,False,False,False
7886,L55065,L,300.7,312.3,0.3158669996828831,36.3,93.0,False,False,False,False,False,False
2982,H32395,H,300.4,309.4,0.3158669996798953,40.4,112.0,False,False,False,False,False,False
3350,L50529,L,301.4,310.7,0.3158669996863163,27.8,181.0,False,False,False,False,False,False
8588,M23447,M,297.4,307.9,0.31586699968450377,34.3,108.0,False,False,False,False,False,False
4800,L51979,L,303.5,312.5,0.31586699967280557,42.2,170.0,False,False,False,False,False,False
2501,L49680,L,300.0085898275486,308.9,0.31586699968408094,32.3,223.0,False,False,False,False,False,False
4020,M18879,M,302.0,310.9,0.31586699968134924,45.3,193.0,False,False,False,False,False,False
3678,M18537,M,302.3,311.7,0.315866999668817,53.6,165.0,False,False,False,False,False,False
9282,L56461,L,298.2,308.9,0.3158669996659281,45.0,66.0,False,False,False,False,False,False
9672,L56851,L,299.0,310.2,0.3158669996723577,44.1,246.0,False,False,False,False,False,False
3933,L51112,L,300.0085898275486,311.6,0.31586699969392545,22.4,180.0,False,False,False,False,False,False
6616,L53795,L,301.7,310.6,0.3158669996806878,42.1,68.0,False,False,False,False,False,False
5707,L52886,L,302.4,311.9,0.3158669996612345,70.0,139.0,True,False,False,True,False,False
5263,L52442,L,303.4,312.8,0.31586699967499876,43.9,94.0,False,False,False,False,False,False
1895,H31308,H,297.9,307.5,0.31586699969238247,23.3,146.0,False,False,False,False,False,False
7749,L54928,L,300.4,310.0115802171291,0.31586699967906967,47.4,170.0,False,False,False,False,False,False
951,L48130,L,295.6,306.2,0.31586699967324566,42.5,58.0,False,False,False,False,False,False
5084,L52263,L,304.1,313.1,0.31586699966506265,54.1,57.0,False,False,False,False,False,False
3117,L50296,L,300.0,309.2,0.31586699968174503,34.4,18.0,False,False,False,False,False,False
2564,L49743,L,300.0085898275486,309.1,0.3158669996779739,37.2,149.0,False,False,False,False,False,False
1233,L48412,L,297.2,308.6,0.31586699967820936,37.1,161.0,False,False,False,False,False,False
2795,L49974,L,300.4,309.6,0.3158669996810976,43.9,75.0,False,False,False,False,False,False
9313,H38726,H,298.5,309.4,0.3158669996820845,33.6,143.0,False,False,False,False,False,False
8526,L55705,L,298.3,309.4,0.3158669996696633,52.3,12.0,False,False,False,False,False,False
4848,L52027,L,303.4,311.9,0.3158669996739622,44.6,78.0,False,False,False,False,False,False
7679,M22538,M,300.6,311.7,0.31586699967056514,52.1,210.0,False,False,False,False,False,False
5279,M20138,M,303.5,312.9,0.31586699968412374,30.4,130.0,False,False,False,False,False,False
3912,M18771,M,300.0085898275486,311.3,0.3158669996662113,50.8,123.0,False,False,False,False,False,False
847,M15706,M,296.4,307.4,0.3158669996726572,50.0,210.0,False,False,False,False,False,False
6804,M21663,M,301.1,310.7,0.31586699966873094,43.4,111.0,False,False,False,False,False,False
7482,H36895,H,300.2,311.4,0.3158669996785578,36.1,141.0,False,False,False,False,False,False
2497,M17356,M,299.2,308.9,0.3158669996820845,37.4,212.0,False,False,False,False,False,False
581,M15440,M,297.8,309.8,0.31586699969032317,25.5,203.0,False,False,False,False,False,False
8721,L55900,L,297.3,308.8,0.31586699968114823,36.1,70.0,False,False,False,False,False,False
2901,L50080,L,300.5,309.3,0.31586699968213244,33.5,101.0,False,False,False,False,False,False
7642,M22501,M,300.4,311.4,0.31586699966740817,57.3,116.0,False,False,False,False,False,False
8232,L55411,L,299.1,310.5,0.31586699967287946,48.8,76.0,False,False,False,False,False,False
8370,L55549,L,298.8,309.7,0.31586699969392545,20.6,25.0,False,False,False,False,False,False
147,H29560,H,298.5,308.4,0.3158669996838654,36.1,174.0,False,False,False,False,False,False
6450,L53629,L,300.6,310.2,0.31586699967929316,44.6,69.0,False,False,False,False,False,False
353,M15212,M,297.6,308.4,0.3158669996786153,46.0,51.0,False,False,False,False,False,False
2544,L49723,L,299.3,309.0,0.3158669996899881,23.5,100.0,False,False,False,False,False,False
5120,L52299,L,304.2,310.0115802171291,0.31586699967228227,46.0,149.0,False,False,False,False,False,False
3278,L50457,L,301.3,310.1,0.31586699967994913,41.6,9.0,False,False,False,False,False,False
3600,H33013,H,301.7,310.5,0.31586699967048437,50.5,176.0,False,False,False,False,False,False
7606,H37019,H,300.4,311.3,0.31586699969524595,20.3,26.0,False,False,False,False,False,False
9522,M24381,M,298.9,310.1,0.31586699967725135,40.4,61.0,False,False,False,False,False,False
9820,M24679,M,298.6,309.4,0.31586699967599163,36.9,179.0,False,False,False,False,False,False
2415,L49594,L,299.1,310.0115802171291,0.3158669996725826,43.4,0.0,False,False,False,False,False,False
3637,L50816,L,302.2,311.4,0.31586699967499876,46.5,60.0,False,False,False,False,False,False
1096,L48275,L,300.0085898275486,307.5,0.3158669997017531,9.3,18.0,True,False,False,True,False,False
7707,L54886,L,300.5,311.5,0.3158669996875626,31.2,57.0,False,False,False,False,False,False
2158,M17017,M,299.4,310.0115802171291,0.3158669996936481,19.8,204.0,False,False,False,False,False,False
7945,L55124,L,300.8,310.0115802171291,0.31586699967250786,49.0,10.0,False,False,False,False,False,False
7205,L54384,L,299.8,309.6,0.3158669996796784,41.7,85.0,False,False,False,False,False,False
5934,L53113,L,300.5,310.5,0.31586699966924336,47.4,56.0,False,False,False,False,False,False
4636,M19495,M,303.0,310.0115802171291,0.31586699968395193,35.7,207.0,False,False,False,False,False,False
3194,L50373,L,300.0,309.1,0.31586699967151566,44.5,0.0,False,False,False,False,False,False
6714,L53893,L,301.3,310.6,0.3158669996726572,45.2,88.0,False,False,False,False,False,False
35,M14894,M,300.0085898275486,309.1,0.3158669996813992,34.7,95.0,False,False,False,False,False,False
7598,L54777,L,300.5,311.0,0.3158669996960119,18.9,9.0,False,False,False,False,False,False
7518,L54697,L,300.3,311.7,0.3158669996747267,47.3,15.0,False,False,False,False,False,False
4268,L51447,L,300.0085898275486,311.0,0.31586699967934867,42.8,148.0,False,False,False,False,False,False
233,L47412,L,298.2,308.4,0.31586699967324566,47.6,179.0,False,False,False,False,False,False
4015,L51194,L,302.1,311.0,0.3158669996886126,30.8,182.0,False,False,False,False,False,False
2487,M17346,M,298.9,308.7,0.3158669996895851,28.4,177.0,False,False,False,False,False,False
1869,L49048,L,298.3,308.0,0.3158669996682091,56.9,81.0,False,False,False,False,False,False
6300,L53479,L,301.2,310.6,0.3158669996702406,49.2,105.0,False,False,False,False,False,False
4620,H34033,H,303.1,311.3,0.31586699969573334,19.7,167.0,False,False,False,False,False,False
2861,H32274,H,300.6,309.4,0.31586699967592674,49.2,235.0,False,False,False,False,False,False
9222,M24081,M,297.8,309.0,0.3158669996863905,30.0,110.0,False,False,False,False,False,False
8145,M23004,M,299.7,311.0,0.3158669996785578,42.7,85.0,False,False,False,False,False,False
1569,L48748,L,298.2,308.2,0.31586699967197834,47.1,153.0,False,False,False,False,False,False
1132,L48311,L,296.8,307.9,0.3158669996775553,33.4,123.0,False,False,False,False,False,False
1061,H30474,H,296.7,310.0115802171291,0.31586699967324566,53.8,133.0,False,False,False,False,False,False
8066,M22925,M,300.5,311.9,0.3158669996862044,26.3,89.0,False,False,False,False,False,False
3901,M18760,M,302.1,311.1,0.3158669996750663,51.6,86.0,False,False,False,False,False,False
3006,L50185,L,300.5,309.9,0.31586699967838433,37.4,175.0,False,False,False,False,False,False
2225,M17084,M,299.7,309.0,0.31586699968523824,31.9,155.0,False,False,False,False,False,False
8414,M23273,M,298.6,309.7,0.31586699967309984,49.7,139.0,False,False,False,False,False,False
121,L47300,L,298.9,308.7,0.3158669996738915,44.7,108.0,False,False,False,False,False,False
1582,M16441,M,300.0085898275486,308.3,0.315866999681449,33.0,181.0,False,False,False,False,False,False
176,L47355,L,298.2,308.1,0.31586699966999465,43.5,37.0,False,False,False,False,False,False
8553,L55732,L,298.2,309.1,0.3158669996761852,44.5,80.0,False,False,False,False,False,False
335,M15194,M,297.5,308.1,0.31586699967631326,44.8,5.0,False,False,False,False,False,False
9298,M24157,M,300.0085898275486,308.9,0.31586699967694304,43.4,105.0,False,False,False,False,False,False
716,L47895,L,297.4,308.6,0.3158669996647687,59.1,118.0,False,False,False,False,False,False
4776,L51955,L,303.5,312.0,0.3158669996892591,25.8,105.0,False,False,False,False,False,False
3592,M18451,M,300.0085898275486,310.5,0.3158669996755996,41.4,153.0,False,False,False,False,False,False
5238,L52417,L,303.8,313.0,0.31586699967815074,42.3,38.0,False,False,False,False,False,False
3711,L50890,L,302.2,311.5,0.3158669996775553,38.3,35.0,False,False,False,False,False,False
7337,H36750,H,299.9,310.5,0.3158669996808938,42.8,208.0,False,False,False,False,False,False
7425,M22284,M,300.1,311.4,0.3158669996821803,29.8,210.0,False,False,False,False,False,False
9318,L56497,L,298.5,310.0115802171291,0.31586699967700504,38.1,160.0,False,False,False,False,False,False
180,L47359,L,298.2,308.3,0.3158669996627363,49.8,45.0,False,False,False,False,False,False
4443,L51622,L,302.5,310.2,0.3158669996815976,34.8,150.0,False,False,False,False,False,False
3378,H32791,H,301.5,310.8,0.31586699968292903,29.6,33.0,False,False,False,False,False,False
4579,L51758,L,303.0,311.2,0.3158669996850779,32.6,63.0,False,False,False,False,False,False
442,H29855,H,297.5,308.5,0.3158669996708858,46.6,56.0,False,False,False,False,False,False
801,M15660,M,297.0,307.9,0.3158669996924281,24.2,97.0,False,False,False,False,False,False
1003,L48182,L,296.3,307.2,0.31586699968527804,35.0,192.0,False,False,False,False,False,False
9244,L56423,L,298.3,308.8,0.3158669996753345,49.0,166.0,False,False,False,False,False,False
3896,M18755,M,302.3,311.2,0.3158669996807395,40.0,71.0,False,False,False,False,False,False
7159,L54338,L,300.0085898275486,310.0,0.31586699967056514,53.6,108.0,False,False,False,False,False,False
928,H30341,H,295.6,306.0,0.31586699967112375,52.4,0.0,False,False,False,False,False,False
5819,L52998,L,301.3,311.0,0.3158669996803747,36.9,206.0,False,False,False,False,False,False
6661,H36074,H,301.4,310.5,0.31586699967302656,43.8,182.0,False,False,False,False,False,False
765,L47944,L,296.8,307.9,0.31586699966602283,56.5,5.0,False,False,False,False,False,False
5785,M20644,M,301.8,311.1,0.3158669996713596,41.8,125.0,False,False,False,False,False,False
5410,L52589,L,300.0085898275486,310.0115802171291,0.3158669996738915,44.2,17.0,False,False,False,False,False,False
6713,H36126,H,300.0085898275486,310.7,0.3158669996791258,36.4,108.0,False,False,False,False,False,False
2378,M17237,M,300.0085898275486,308.3,0.31586699968251175,45.5,107.0,False,False,False,False,False,False
5442,M20301,M,303.0,312.6,0.315866999670806,42.9,94.0,False,False,False,False,False,False
291,L47470,L,298.1,310.0115802171291,0.31586699967424303,45.6,105.0,False,False,False,False,False,False
8866,L56045,L,297.9,309.0,0.3158669996612345,49.8,43.0,False,False,False,False,False,False
6587,L53766,L,300.0085898275486,310.6,0.3158669996752677,44.0,208.0,False,False,False,False,False,False
2941,L50120,L,300.9,309.7,0.31586699969930887,14.4,201.0,False,False,False,False,False,False
362,L47541,L,300.0085898275486,308.3,0.3158669996831566,36.8,77.0,False,False,False,False,False,False
307,L47486,L,297.8,308.4,0.3158669996693278,47.1,150.0,False,False,False,False,False,False
1289,M16148,M,298.5,310.0115802171291,0.31586699967445153,48.2,107.0,False,False,False,False,False,False
9066,H38479,H,297.2,308.4,0.31586699969748966,17.3,119.0,False,False,False,False,False,False
6521,M21380,M,301.2,310.1,0.31586699968605386,34.9,37.0,False,False,False,False,False,False
4876,L52055,L,300.0085898275486,312.4,0.3158669996873565,31.2,144.0,False,False,False,False,False,False
3519,L50698,L,301.9,311.0,0.31586699966949605,44.9,186.0,False,False,False,False,False,False
1792,L48971,L,298.1,307.8,0.3158669996795691,40.8,71.0,False,False,False,False,False,False
1104,M15963,M,296.7,307.4,0.3158669996804272,38.7,45.0,False,False,False,False,False,False
2562,L49741,L,300.0085898275486,309.2,0.31586699968364707,31.7,145.0,False,False,False,False,False,False
9912,M24771,M,298.6,309.0,0.3158669996770669,40.8,6.0,False,False,False,False,False,False
371,M15230,M,300.0085898275486,308.3,0.3158669996842937,37.2,103.0,False,False,False,False,False,False
5172,M20031,M,304.2,313.4,0.3158669996652571,54.5,75.0,False,False,False,False,False,False
5147,L52326,L,304.4,313.6,0.3158669996826519,38.9,9.0,False,False,False,False,False,False
8667,L55846,L,297.5,308.7,0.31586699967197834,42.5,145.0,False,False,False,False,False,False
1846,L49025,L,300.0085898275486,307.2,0.31586699967465826,40.0,17.0,False,False,False,False,False,False
3414,L50593,L,301.3,310.3,0.315866999681449,36.3,129.0,False,False,False,False,False,False
3216,M18075,M,300.5,309.4,0.31586699969745263,16.3,59.0,False,False,False,False,False,False
9573,M24432,M,299.7,310.8,0.315866999671825,47.6,192.0,False,False,False,False,False,False
2236,M17095,M,299.4,308.6,0.31586699967540105,42.7,183.0,False,False,False,False,False,False
251,L47430,L,298.0,308.3,0.31586699968590176,32.7,0.0,False,False,False,False,False,False
1052,L48231,L,296.6,307.7,0.315866999681249,37.7,110.0,False,False,False,False,False,False
5262,L52441,L,300.0085898275486,312.8,0.31586699967895704,35.8,92.0,False,False,False,False,False,False
3238,M18097,M,300.9,309.5,0.3158669996891687,26.8,116.0,False,False,False,False,False,False
2766,M17625,M,299.9,309.4,0.3158669996713596,54.8,3.0,False,False,False,False,False,False
3535,M18394,M,302.0,310.0115802171291,0.315866999689497,26.0,10.0,False,False,False,False,False,False
4373,M19232,M,301.9,309.6,0.31586699967431275,41.7,201.0,False,False,False,False,False,False
6327,L53506,L,300.6,310.0,0.31586699967540105,40.4,172.0,False,False,False,False,False,False
3766,M18625,M,302.4,311.1,0.31586699967458953,51.8,178.0,False,False,False,False,False,False
7872,L55051,L,300.6,312.2,0.3158669996631531,54.7,52.0,False,False,False,False,False,False
9652,M24511,M,300.0085898275486,310.0,0.31586699968241766,36.0,195.0,False,False,False,False,False,False
1345,L48524,L,298.5,310.1,0.3158669996906222,28.9,20.0,False,False,False,False,False,False
8618,L55797,L,297.6,308.6,0.3158669996798413,45.3,15.0,False,False,False,False,False,False
1434,L48613,L,298.8,309.8,0.3158669996683841,44.0,25.0,False,False,False,False,False,False
642,L47821,L,297.9,309.5,0.31586699967064563,47.9,127.0,False,False,False,False,False,False
4412,L51591,L,302.5,310.3,0.3158669996868636,31.6,66.0,False,False,False,False,False,False
9744,L56923,L,298.9,310.2,0.3158669996815482,42.5,179.0,False,False,False,False,False,False
6198,L53377,L,300.9,310.8,0.31586699967779547,45.8,57.0,False,False,False,False,False,False
5208,M20067,M,303.8,312.7,0.3158669996774949,41.3,175.0,False,False,False,False,False,False
2168,H31581,H,299.6,309.1,0.315866999682791,41.3,0.0,False,False,False,False,False,False
1609,L48788,L,297.8,307.7,0.3158669996708858,38.0,29.0,False,False,False,False,False,False
9952,L57131,L,298.2,307.8,0.31586699966767756,59.4,115.0,False,False,False,False,False,False
948,L48127,L,295.6,306.2,0.31586699967353477,44.5,51.0,False,False,False,False,False,False
2335,L49514,L,299.2,308.4,0.3158669996747267,43.5,224.0,False,False,False,False,False,False
989,H30402,H,296.3,310.0115802171291,0.3158669996896435,25.9,154.0,False,False,False,False,False,False
6145,M21004,M,301.1,311.1,0.31586699968399506,37.7,153.0,False,False,False,False,False,False
6568,M21427,M,301.3,310.6,0.31586699967815074,36.1,163.0,False,False,False,False,False,False
2667,H32080,H,299.7,309.2,0.3158669996869707,27.7,203.0,False,False,False,False,False,False
1562,L48741,L,298.2,308.4,0.31586699967048437,53.8,137.0,False,False,False,False,False,False
7689,L54868,L,300.6,311.7,0.3158669996810976,39.8,0.0,False,False,False,False,False,False
7988,H37401,H,301.0,312.2,0.3158669996775553,40.3,117.0,False,False,False,False,False,False
8080,L55259,L,300.2,311.5,0.31586699967978715,36.1,108.0,False,False,False,False,False,False
7505,L54684,L,300.4,311.8,0.31586699968283716,42.0,201.0,False,False,False,False,False,False
339,L47518,L,297.5,308.2,0.3158669996815976,38.2,15.0,False,False,False,False,False,False
7752,M22611,M,300.4,311.7,0.3158669996712812,42.6,176.0,False,False,False,False,False,False
7294,L54473,L,300.1,310.5,0.31586699968450377,29.2,95.0,False,False,False,False,False,False
3750,L50929,L,302.4,310.0115802171291,0.3158669996855149,33.9,139.0,False,False,False,False,False,False
9630,H39043,H,299.0,310.1,0.31586699969568593,19.7,137.0,False,False,False,False,False,False
7103,M21962,M,300.8,310.3,0.31586699967785514,42.2,35.0,False,False,False,False,False,False
1614,L48793,L,297.9,308.0,0.31586699966188636,62.9,41.0,False,False,False,False,False,False
8289,M23148,M,298.8,310.6,0.31586699968503756,33.8,9.0,False,False,False,False,False,False
4644,L51823,L,303.2,311.4,0.3158669996647687,54.2,228.0,True,False,True,False,True,False
8352,M23211,M,298.7,309.6,0.3158669996867918,26.2,189.0,False,False,False,False,False,False
8673,L55852,L,297.5,308.8,0.31586699966356474,50.3,159.0,False,False,False,False,False,False
9069,H38482,H,297.1,308.2,0.31586699969010085,30.3,128.0,False,False,False,False,False,False
